source,title,summary,url,published_at,tickers,timestamp
https://cointelegraph.com/rss,"Cardano suffers temporary chain split from code bug, but ADA hangs on","<p style=""float:right; margin:0 0 10px 15px; width:240px;""><img src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMDEvMDE5NDkxZjYtN2I5Ny03N2E2LWIwOTAtNzM1ZTE4NzhhMDI1.jpg"" alt=""Cardano suffers temporary chain split from code bug, but ADA hangs on""></p><p>The Cardano blockchain network suffered a temporary chain split on Friday due to an old software bug triggered by an abnormal transaction.</p>",https://cointelegraph.com/news/cardano-chainsplit-ada-hang-on?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Sat, 22 Nov 2025 20:42:58 +0000",,2025-11-24T12:06:11.058493
https://cointelegraph.com/rss,Coinbase crypto exchange executes internal wallet migration,"<p style=""float:right; margin:0 0 10px 15px; width:240px;""><img src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjQtMTEvMDE5MzI3NTktZWM3NS03ZDdjLWFlYmEtYzgxOTg4YTdkZTE3.jpg"" alt=""Coinbase crypto exchange executes internal wallet migration""></p><p>The crypto exchange said the planned internal migration is a normal, ""best practice"" in the industry to maintain cybersecurity standards.</p>",https://cointelegraph.com/news/coinbase-crypto-wallet-migration?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Sat, 22 Nov 2025 16:45:54 +0000",,2025-11-24T12:06:11.058553
https://cointelegraph.com/rss,Spot Bitcoin ETFs pull $238M as Ether funds snap 8-day outflow streak,"<p style=""float:right; margin:0 0 10px 15px; width:240px;""><img src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjQtMTEvMDE5MzAzZTEtZWJhZS03Yzg2LTk1NTMtMTA3YzA3MGQzZWM3.jpg"" alt=""Spot Bitcoin ETFs pull $238M as Ether funds snap 8-day outflow streak""></p><p>Bitcoin ETFs pull in $238 million as Ether funds end an eight-day outflow streak and Solana products extend a ten-day run of inflows.</p>",https://cointelegraph.com/news/spot-crypto-etfs-rebound-as-bitcoin-pulls-238m-and-ether-snaps-outflow-streak?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Sat, 22 Nov 2025 12:46:32 +0000",,2025-11-24T12:06:11.058611
https://cointelegraph.com/rss,‘Extremely lucky’ solo Bitcoin miner beats massive odds to win $266K,"<p style=""float:right; margin:0 0 10px 15px; width:240px;""><img src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMDcvMDE5ODRiZTQtYTcwMC03NzU4LTgzNmItOGQyMjQwODk2N2Ji.jpg"" alt=""‘Extremely lucky’ solo Bitcoin miner beats massive odds to win $266K""></p><p>A solo Bitcoin miner earned 3.146 BTC worth $266,000 with a computing power of only 1.2 TH/s, beating massive odds.</p>",https://cointelegraph.com/news/solo-bitcoin-miner-wins-266k-after-beating-million-to-one-odds?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Sat, 22 Nov 2025 10:27:36 +0000",,2025-11-24T12:06:11.058670
https://cointelegraph.com/rss,"ARK Invest wraps up week with Bitcoin ETF, Bullish, Circle, BitMine buys","<p style=""float:right; margin:0 0 10px 15px; width:240px;""><img src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTEvMDE5YWFhNzctOTE3OS03OGY0LTkwZDctNzY0YWE5MjBkYzI5.jpg"" alt=""ARK Invest wraps up week with Bitcoin ETF, Bullish, Circle, BitMine buys""></p><p>ARK Invest ramped up its crypto exposure on Friday, adding Bullish, BitMine, Circle, Robinhood and nearly $600K in Bitcoin ETFs as crypto equities attempted a rebound.</p>",https://cointelegraph.com/news/ark-invest-boosts-bullish-bitmine-circle-btc-etfs?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Sat, 22 Nov 2025 07:31:35 +0000",,2025-11-24T12:06:11.058729
https://cointelegraph.com/rss,Sovereign Bitcoin adoption would be the ultimate upside catalyst: Jeff Park,"<p style=""float:right; margin:0 0 10px 15px; width:240px;""><img src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTAvMDE5OWFmNzItOThmOC03NjllLTkwMGYtMzA3MTJjMDE5NmRh.jpg"" alt=""Sovereign Bitcoin adoption would be the ultimate upside catalyst: Jeff Park""></p><p>The catalyst could serve as a wake-up call and send Bitcoin to $150,000 overnight, though it “would have to be real,” according to Jeff Park.</p>",https://cointelegraph.com/news/bitcoin-sovereign-adoption-upside-candle-catalyst-jeff-park?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Sat, 22 Nov 2025 02:14:35 +0000",,2025-11-24T12:06:11.058790
https://cointelegraph.com/rss,Bitcoiners perk up as odds of a December Fed rate cut almost double,"<p style=""float:right; margin:0 0 10px 15px; width:240px;""><img src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTEvMDE5YWE4NzUtZTc0Mi03NzI4LTkxZjctOTgxNmQ3MDJmZjcy.jpg"" alt=""Bitcoiners perk up as odds of a December Fed rate cut almost double""></p><p>Some Bitcoiners are speculating that the significant surge in the odds of a Fed rate cut in December may lead to Bitcoin finding a price “bottom here for now.”</p>",https://cointelegraph.com/news/bitcoiners-us-federal-reserve-rate-cut-odds-surge-december-btc-price?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Sat, 22 Nov 2025 00:01:07 +0000",,2025-11-24T12:06:11.058849
https://cointelegraph.com/rss,"‘Rich Dad, Poor Dad’ author and Bitcoin bull Robert Kiyosaki sells his BTC","<p style=""float:right; margin:0 0 10px 15px; width:240px;""><img src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTEvMDE5YWE4NTItZjExYi03NWJkLWI0Y2UtYTYyNzRiMDQxMDg3.jpg"" alt=""‘Rich Dad, Poor Dad’ author and Bitcoin bull Robert Kiyosaki sells his BTC""></p><p>Kiyosaki disclosed that he sold his Bitcoin at $90,000 after earlier in November he forecast a $250,000 price target for BTC in 2026.</p>",https://cointelegraph.com/news/rich-dad-poor-dad-robert-kiyosaki-sells-btc?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Fri, 21 Nov 2025 22:01:51 +0000",,2025-11-24T12:06:11.058908
https://cointelegraph.com/rss,"ETH price drops to 4-month low, but Ether futures data hints at bounce to $3.2K","<p style=""float:right; margin:0 0 10px 15px; width:240px;""><img src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjQtMTIvMDE5M2I0MjItMGNjMS03NjBmLTg2MDktYmIxODVhYTcwNzk4.jpg"" alt=""ETH price drops to 4-month low, but Ether futures data hints at bounce to $3.2K""></p><p>ETH price fell to levels not seen since July, but compelling futures data could shed light on a silver lining. Is Ether headed toward $3,200?</p>",https://cointelegraph.com/news/eth-futures-data-forecasts-bounce-to-dollar3-2k?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Fri, 21 Nov 2025 22:00:00 +0000",,2025-11-24T12:06:11.058969
https://cointelegraph.com/rss,How low can XRP’s price go after falling under $2?,"<p style=""float:right; margin:0 0 10px 15px; width:240px;""><img src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTEvMDE5YWE4MTMtYWY1NC03YzhjLWIwYjktNzdlYjJmNGE2ODI1.jpg"" alt=""How low can XRP’s price go after falling under $2?""></p><p>XRP price crumples toward new lows as Bitcoin and ETH liquidations surge. Is the altcoin’s next stop $0.88?</p>",https://cointelegraph.com/news/how-low-can-xrp-price-go-after-falling-under-dollar2?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"Fri, 21 Nov 2025 20:54:35 +0000",,2025-11-24T12:06:11.059029
